Year,Month,DayofMonth,DayOfWeek,Actual_Shipment_Time,Planned_Shipment_Time,Planned_Delivery_Time,Carrier_Name,Carrier_Num,Planned_TimeofTravel,Shipment_Delay,Source,Destination,Distance,Delivery_Status
2020,1,3,4,8:01,8:00,9:10,WN,2101,70,1.0,ISP,BWI,220,0.0
2020,1,3,4,15:20,14:55,16:05,WN,2553,70,25.0,ISP,BWI,220,1.0
2020,1,3,4,14:22,12:55,16:10,WN,188,195,87.0,ISP,FLL,1093,1.0
2020,1,3,4,19:54,19:25,22:35,WN,1754,190,29.0,ISP,FLL,1093,1.0
2020,1,3,4,6:36,6:35,9:45,WN,2275,190,1.0,ISP,FLL,1093,0.0
2020,1,3,4,7:34,7:30,10:20,WN,550,350,4.0,ISP,LAS,2283,0.0
2020,1,3,4,21:07,19:45,22:30,WN,362,165,82.0,ISP,MCO,972,1.0
2020,1,3,4,10:08,10:05,12:55,WN,543,170,3.0,ISP,MCO,972,0.0
2020,1,3,4,7:12,7:10,10:00,WN,1112,170,2.0,ISP,MCO,972,0.0
2020,1,3,4,13:12,13:00,15:50,WN,1397,170,12.0,ISP,MCO,972,0.0
2020,1,3,4,14:49,14:30,17:20,WN,3398,170,19.0,ISP,MCO,972,1.0
2020,1,3,4,16:34,15:55,18:45,WN,3480,170,39.0,ISP,MCO,972,1.0
2020,1,3,4,8:31,8:30,9:55,WN,300,145,1.0,ISP,MDW,765,0.0
2020,1,3,4,18:12,16:50,18:15,WN,422,145,82.0,ISP,MDW,765,1.0
2020,1,3,4,11:27,11:05,12:30,WN,1837,145,22.0,ISP,MDW,765,1.0
2020,1,3,4,14:24,13:55,15:20,WN,2871,145,29.0,ISP,MDW,765,1.0
2020,1,3,4,13:26,12:30,15:30,WN,1056,180,56.0,ISP,PBI,1052,1.0
2020,1,3,4,17:49,17:25,20:30,WN,2175,185,24.0,ISP,PBI,1052,1.0
2020,1,3,4,7:26,7:20,10:20,WN,3319,180,6.0,ISP,PBI,1052,0.0
2020,1,3,4,6:46,6:40,9:55,WN,3667,195,6.0,ISP,RSW,1101,0.0
2020,1,3,4,11:53,11:40,14:40,WN,2006,180,13.0,ISP,TPA,1034,0.0
2020,1,3,4,15:28,15:10,18:10,WN,3858,180,18.0,ISP,TPA,1034,1.0
2020,1,3,4,6:34,6:35,9:35,WN,3928,180,-1.0,ISP,TPA,1034,0.0
2020,1,3,4,8:31,8:30,11:40,WN,534,130,1.0,JAN,BWI,888,0.0
2020,1,3,4,14:50,14:35,17:45,WN,3244,130,15.0,JAN,BWI,888,0.0
2020,1,3,4,22:45,17:30,18:50,WN,186,80,315.0,JAN,HOU,359,1.0
2020,1,3,4,6:15,6:15,7:35,WN,971,80,0.0,JAN,HOU,359,0.0
2020,1,3,4,11:50,11:45,13:05,WN,2124,80,5.0,JAN,HOU,359,0.0
2020,1,3,4,20:25,19:40,21:00,WN,3154,80,45.0,JAN,HOU,359,1.0
2020,1,3,4,10:38,9:45,12:25,WN,1035,100,53.0,JAN,MCO,587,1.0
2020,1,3,4,19:00,18:50,20:45,WN,205,115,10.0,JAN,MDW,666,0.0
2020,1,3,4,7:00,7:00,9:00,WN,449,120,0.0,JAN,MDW,666,0.0
2020,1,3,4,9:48,9:25,9:40,WN,3430,75,23.0,JAX,BHM,365,1.0
2020,1,3,4,6:46,6:20,6:55,WN,1580,95,26.0,JAX,BNA,484,1.0
2020,1,3,4,11:10,10:40,11:10,WN,2195,90,30.0,JAX,BNA,484,1.0
2020,1,3,4,15:35,15:35,16:10,WN,2804,95,0.0,JAX,BNA,484,0.0
2020,1,3,4,19:19,19:15,19:50,WN,3428,95,4.0,JAX,BNA,484,0.0
2020,1,3,4,10:53,10:55,12:40,WN,433,105,-2.0,JAX,BWI,663,0.0
2020,1,3,4,14:33,14:40,16:25,WN,1331,105,-7.0,JAX,BWI,663,0.0
2020,1,3,4,20:15,20:10,21:55,WN,3504,105,5.0,JAX,BWI,663,0.0
2020,1,3,4,21:39,21:30,22:40,WN,378,70,9.0,JAX,FLL,318,0.0
2020,1,3,4,15:00,15:00,16:15,WN,640,75,0.0,JAX,FLL,318,0.0
2020,1,3,4,8:50,8:50,10:00,WN,1396,70,0.0,JAX,FLL,318,0.0
2020,1,3,4,6:46,6:45,7:55,WN,2189,70,1.0,JAX,FLL,318,0.0
2020,1,3,4,12:21,12:20,13:30,WN,3312,70,1.0,JAX,FLL,318,0.0
2020,1,3,4,17:38,17:30,18:40,WN,3948,70,8.0,JAX,FLL,318,0.0
2020,1,3,4,18:13,17:35,19:05,WN,54,150,38.0,JAX,HOU,816,1.0
2020,1,3,4,8:02,7:50,9:55,WN,2272,125,12.0,JAX,IND,688,0.0
2020,1,3,4,18:20,18:25,19:55,WN,549,90,-5.0,JAX,ORF,543,0.0
2020,1,3,4,8:21,8:20,9:45,WN,3604,85,1.0,JAX,ORF,543,0.0
2020,1,3,4,17:34,16:50,19:05,WN,23,135,44.0,JAX,PHL,742,1.0
2020,1,3,4,7:12,7:00,9:15,WN,1232,135,12.0,JAX,PHL,742,0.0
2020,1,3,4,13:18,13:10,14:00,WN,977,50,8.0,JAX,TPA,180,0.0
2020,1,3,4,9:58,9:00,9:50,WN,1574,50,58.0,JAX,TPA,180,1.0
2020,1,3,4,18:59,18:50,19:45,WN,2019,55,9.0,JAX,TPA,180,0.0
2020,1,3,4,15:38,14:45,17:10,WN,500,85,53.0,LAS,ABQ,487,1.0
2020,1,3,4,9:33,9:35,12:00,WN,778,85,-2.0,LAS,ABQ,487,0.0
2020,1,3,4,22:48,21:25,23:45,WN,890,80,83.0,LAS,ABQ,487,1.0
2020,1,3,4,13:27,12:30,15:00,WN,1171,90,57.0,LAS,ABQ,487,1.0
2020,1,3,4,6:24,6:25,8:50,WN,1320,85,-1.0,LAS,ABQ,487,0.0
2020,1,3,4,16:14,16:00,18:25,WN,1925,85,14.0,LAS,ABQ,487,0.0
2020,1,3,4,19:17,19:15,21:40,WN,2457,85,2.0,LAS,ABQ,487,0.0
2020,1,3,4,12:29,11:55,15:55,WN,1079,120,34.0,LAS,AMA,758,1.0
2020,1,3,4,12:56,12:40,17:20,WN,155,160,16.0,LAS,AUS,1090,1.0
2020,1,3,4,21:18,20:15,14:30,WN,2021,155,63.0,LAS,AUS,1090,1.0
2020,1,3,4,17:39,16:40,18:10,WN,1018,285,59.0,LAS,BDL,2298,1.0
2020,1,3,4,9:06,9:05,20:10,WN,3948,205,1.0,LAS,BHM,1618,0.0
2020,1,3,4,13:25,12:40,18:10,WN,419,210,45.0,LAS,BNA,1588,1.0
2020,1,3,4,15:06,14:40,18:25,WN,2032,210,26.0,LAS,BNA,1588,1.0
2020,1,3,4,20:39,19:30,9:25,WN,3940,205,69.0,LAS,BNA,1588,1.0
2020,1,3,4,9:24,9:20,21:15,WN,71,110,4.0,LAS,BOI,520,0.0
2020,1,3,4,16:11,15:35,18:25,WN,538,110,36.0,LAS,BOI,520,1.0
2020,1,3,4,8:26,8:25,21:55,WN,136,60,1.0,LAS,BUR,223,0.0
2020,1,3,4,21:18,20:15,20:10,WN,219,60,63.0,LAS,BUR,223,1.0
2020,1,3,4,18:18,17:40,18:40,WN,391,60,38.0,LAS,BUR,223,1.0
2020,1,3,4,21:46,20:55,21:55,WN,815,60,51.0,LAS,BUR,223,1.0
2020,1,3,4,22:41,19:10,18:25,WN,1072,60,211.0,LAS,BUR,223,1.0
2020,1,3,4,14:09,13:55,15:00,WN,1328,65,14.0,LAS,BUR,223,0.0
2020,1,3,4,11:00,10:50,10:20,WN,1586,65,10.0,LAS,BUR,223,0.0
2020,1,3,4,13:06,12:50,13:25,WN,1838,65,16.0,LAS,BUR,223,1.0
2020,1,3,4,17:26,16:30,15:55,WN,2284,70,56.0,LAS,BUR,223,1.0
2020,1,3,4,9:15,9:15,10:20,WN,2699,65,0.0,LAS,BUR,223,0.0
2020,1,3,4,12:29,12:20,20:15,WN,2874,65,9.0,LAS,BUR,223,0.0
2020,1,3,4,14:59,14:55,15:55,WN,3237,60,4.0,LAS,BUR,223,0.0
2020,1,3,4,9:08,8:45,16:10,WN,1774,265,23.0,LAS,BWI,2106,1.0
2020,1,3,4,18:17,17:30,14:30,WN,2632,260,47.0,LAS,BWI,2106,1.0
2020,1,3,4,12:48,12:45,16:10,WN,3759,270,3.0,LAS,BWI,2106,0.0
2020,1,3,4,9:56,9:45,17:20,WN,818,240,11.0,LAS,CLE,1825,0.0
2020,1,3,4,18:49,17:40,19:00,WN,564,230,69.0,LAS,CMH,1772,1.0
2020,1,3,4,12:10,12:00,18:50,WN,991,230,10.0,LAS,CMH,1772,0.0
2020,1,3,4,10:47,10:30,13:20,WN,157,110,17.0,LAS,DEN,629,1.0
2020,1,3,4,22:32,21:15,18:50,WN,632,110,77.0,LAS,DEN,629,1.0
2020,1,3,4,15:12,13:15,16:10,WN,706,115,117.0,LAS,DEN,629,1.0
2020,1,3,4,14:39,14:25,17:20,WN,1582,115,14.0,LAS,DEN,629,0.0
2020,1,3,4,16:27,16:00,12:35,WN,2907,120,27.0,LAS,DEN,629,1.0
2020,1,3,4,17:45,17:10,19:45,WN,2192,95,35.0,LAS,ELP,584,1.0
2020,1,3,4,10:49,10:40,13:20,WN,2280,100,9.0,LAS,ELP,584,0.0
2020,1,3,4,17:25,16:20,18:50,WN,2803,150,65.0,LAS,GEG,806,1.0
2020,1,3,4,18:24,17:35,22:30,WN,719,175,49.0,LAS,HOU,1235,1.0
2020,1,3,4,11:50,11:40,22:55,WN,1776,180,10.0,LAS,HOU,1235,0.0
2020,1,3,4,7:49,7:40,19:30,WN,3244,175,9.0,LAS,HOU,1235,0.0
2020,1,3,4,20:51,20:10,9:25,WN,3746,165,41.0,LAS,HOU,1235,1.0
2020,1,3,4,15:55,15:25,13:55,WN,1027,260,30.0,LAS,IAD,2066,1.0
2020,1,3,4,22:55,18:20,9:25,WN,1924,215,275.0,LAS,IND,1591,1.0
2020,1,3,4,11:29,10:50,17:25,WN,3920,215,39.0,LAS,IND,1591,1.0
2020,1,3,4,16:02,15:10,13:10,WN,3144,285,52.0,LAS,ISP,2283,1.0
2020,1,3,4,17:38,17:15,21:15,WN,82,65,23.0,LAS,LAX,236,1.0
2020,1,3,4,22:07,21:50,13:10,WN,135,65,17.0,LAS,LAX,236,1.0
2020,1,3,4,18:51,18:25,11:35,WN,317,65,26.0,LAS,LAX,236,1.0
2020,1,3,4,15:56,14:55,15:25,WN,354,65,61.0,LAS,LAX,236,1.0
2020,1,3,4,12:54,12:50,13:25,WN,784,65,4.0,LAS,LAX,236,0.0
2020,1,3,4,15:40,15:25,13:45,WN,1061,65,15.0,LAS,LAX,236,0.0
2020,1,3,4,7:50,7:50,15:10,WN,1653,65,0.0,LAS,LAX,236,0.0
2020,1,3,4,12:28,12:00,17:00,WN,1928,70,28.0,LAS,LAX,236,1.0
2020,1,3,4,20:47,20:05,20:10,WN,2367,70,42.0,LAS,LAX,236,1.0
2020,1,3,4,21:58,21:20,22:25,WN,2896,65,38.0,LAS,LAX,236,1.0
2020,1,3,4,10:28,10:25,11:35,WN,3655,70,3.0,LAS,LAX,236,0.0
2020,1,3,4,14:23,14:20,14:30,WN,3917,65,3.0,LAS,LAX,236,0.0
2020,1,3,4,11:47,11:00,15:00,WN,2382,120,47.0,LAS,LBB,775,1.0
2020,1,3,4,8:59,8:50,20:30,WN,565,175,9.0,LAS,LIT,1295,0.0
2020,1,3,4,11:40,11:10,15:10,WN,43,120,30.0,LAS,MAF,796,1.0
2020,1,3,4,12:26,12:10,16:20,WN,213,170,16.0,LAS,MCI,1140,1.0
2020,1,3,4,21:18,20:05,14:30,WN,411,165,73.0,LAS,MCI,1140,1.0
2020,1,3,4,20:03,19:05,13:20,WN,1004,165,58.0,LAS,MCI,1140,1.0
2020,1,3,4,16:22,15:10,15:05,WN,1405,170,72.0,LAS,MCI,1140,1.0
2020,1,3,4,6:48,6:50,11:35,WN,2972,165,-2.0,LAS,MCI,1140,0.0
2020,1,3,4,10:03,9:40,20:10,WN,3068,170,23.0,LAS,MCI,1140,1.0
2020,1,3,4,13:19,13:00,18:45,WN,380,265,19.0,LAS,MCO,2039,1.0
2020,1,3,4,15:06,15:00,20:30,WN,74,210,6.0,LAS,MDW,1521,0.0
2020,1,3,4,6:48,6:45,21:15,WN,227,205,3.0,LAS,MDW,1521,0.0
2020,1,3,4,10:52,10:50,12:40,WN,335,210,2.0,LAS,MDW,1521,0.0
2020,1,3,4,14:24,14:15,19:45,WN,396,210,9.0,LAS,MDW,1521,0.0
2020,1,3,4,8:14,7:55,13:20,WN,823,205,19.0,LAS,MDW,1521,1.0
2020,1,3,4,9:34,9:35,13:45,WN,830,210,-1.0,LAS,MDW,1521,0.0
2020,1,3,4,17:08,17:00,22:30,WN,1865,210,8.0,LAS,MDW,1521,0.0
2020,1,3,4,19:19,18:45,18:50,WN,2025,200,34.0,LAS,MDW,1521,1.0
2020,1,3,4,19:45,18:15,15:55,WN,2450,200,90.0,LAS,MDW,1521,1.0
2020,1,3,4,20:57,19:30,14:30,WN,2794,200,87.0,LAS,MDW,1521,1.0
2020,1,3,4,13:54,13:10,18:45,WN,3232,215,44.0,LAS,MDW,1521,1.0
2020,1,3,4,17:03,16:45,7:30,WN,767,290,18.0,LAS,MHT,2356,1.0
2020,1,3,4,10:30,10:30,16:05,WN,762,195,0.0,LAS,MSY,1501,0.0
2020,1,3,4,19:03,18:25,17:55,WN,3327,195,38.0,LAS,MSY,1501,1.0
2020,1,3,4,11:08,11:10,12:40,WN,125,90,-2.0,LAS,OAK,407,0.0
2020,1,3,4,13:54,13:45,15:20,WN,127,95,9.0,LAS,OAK,407,0.0
2020,1,3,4,19:44,17:40,17:05,WN,223,95,124.0,LAS,OAK,407,1.0
2020,1,3,4,12:51,12:05,20:30,WN,237,100,46.0,LAS,OAK,407,1.0
2020,1,3,4,8:21,8:20,9:50,WN,864,90,1.0,LAS,OAK,407,0.0
2020,1,3,4,22:16,21:25,13:10,WN,900,90,51.0,LAS,OAK,407,1.0
2020,1,3,4,14:33,14:20,15:55,WN,1011,95,13.0,LAS,OAK,407,0.0
2020,1,3,4,9:35,9:25,22:10,WN,1258,90,10.0,LAS,OAK,407,0.0
2020,1,3,4,20:35,20:20,9:30,WN,3135,90,15.0,LAS,OAK,407,0.0
2020,1,3,4,6:02,6:00,13:10,WN,3233,90,2.0,LAS,OAK,407,0.0
2020,1,3,4,11:52,11:45,16:05,WN,86,140,7.0,LAS,OKC,987,0.0
2020,1,3,4,14:35,13:15,14:25,WN,479,160,80.0,LAS,OMA,1099,1.0
2020,1,3,4,20:49,19:20,20:15,WN,875,155,89.0,LAS,OMA,1099,1.0
2020,1,3,4,9:13,9:10,10:20,WN,2111,160,3.0,LAS,OMA,1099,0.0
2020,1,3,4,16:13,16:10,15:20,WN,187,55,3.0,LAS,ONT,197,0.0
2020,1,3,4,20:15,19:45,23:00,WN,725,55,30.0,LAS,ONT,197,1.0
2020,1,3,4,6:55,6:55,7:50,WN,731,55,0.0,LAS,ONT,197,0.0
2020,1,3,4,14:38,14:35,15:30,WN,872,55,3.0,LAS,ONT,197,0.0
2020,1,3,4,11:02,10:30,9:15,WN,906,55,32.0,LAS,ONT,197,1.0
2020,1,3,4,22:18,21:20,15:30,WN,1493,50,58.0,LAS,ONT,197,1.0
2020,1,3,4,8:51,8:35,20:15,WN,1670,55,16.0,LAS,ONT,197,1.0
2020,1,3,4,12:30,12:15,17:00,WN,2018,55,15.0,LAS,ONT,197,0.0
2020,1,3,4,18:38,18:00,17:50,WN,2730,55,38.0,LAS,ONT,197,1.0
2020,1,3,4,13:58,13:30,14:25,WN,3070,55,28.0,LAS,ONT,197,1.0
2020,1,3,4,17:57,16:55,18:10,WN,156,270,62.0,LAS,ORF,2155,1.0
2020,1,3,4,18:16,17:55,16:10,WN,700,140,21.0,LAS,PDX,762,1.0
2020,1,3,4,7:55,7:55,10:20,WN,1669,145,0.0,LAS,PDX,762,0.0
2020,1,3,4,13:28,12:55,15:20,WN,2354,145,33.0,LAS,PDX,762,1.0
2020,1,3,4,21:34,20:40,8:40,WN,2550,140,54.0,LAS,PDX,762,1.0
2020,1,3,4,11:27,10:45,16:55,WN,1285,290,42.0,LAS,PHL,2176,1.0
2020,1,3,4,17:20,17:00,18:45,WN,1843,285,20.0,LAS,PHL,2176,1.0
2020,1,3,4,5:59,6:00,11:20,WN,102,65,-1.0,LAS,PHX,256,0.0
2020,1,3,4,7:12,7:05,9:15,WN,243,70,7.0,LAS,PHX,256,0.0
2020,1,3,4,13:27,13:20,15:30,WN,287,70,7.0,LAS,PHX,256,0.0
2020,1,3,4,18:17,18:10,16:10,WN,504,65,7.0,LAS,PHX,256,0.0
2020,1,3,4,18:07,17:40,19:50,WN,559,70,27.0,LAS,PHX,256,1.0
2020,1,3,4,17:12,15:45,17:55,WN,668,65,87.0,LAS,PHX,256,1.0
2020,1,3,4,12:06,12:05,20:15,WN,752,70,1.0,LAS,PHX,256,0.0
2020,1,3,4,10:03,10:05,8:30,WN,871,70,-2.0,LAS,PHX,256,0.0
2020,1,3,4,8:15,8:20,18:50,WN,1034,65,-5.0,LAS,PHX,256,0.0
2020,1,3,4,21:56,21:10,17:00,WN,1403,60,46.0,LAS,PHX,256,1.0
2020,1,3,4,21:40,20:40,22:40,WN,1682,60,60.0,LAS,PHX,256,1.0
2020,1,3,4,6:31,6:35,23:15,WN,2103,65,-4.0,LAS,PHX,256,0.0
2020,1,3,4,15:21,14:50,16:55,WN,2726,65,31.0,LAS,PHX,256,1.0
2020,1,3,4,16:57,16:30,18:45,WN,3517,75,27.0,LAS,PHX,256,1.0
2020,1,3,4,9:26,9:15,11:45,WN,3598,65,11.0,LAS,PHX,256,0.0
2020,1,3,4,14:13,14:15,12:40,WN,3849,65,-2.0,LAS,PHX,256,0.0
2020,1,3,4,18:25,17:45,14:30,WN,512,245,40.0,LAS,PIT,1910,1.0
2020,1,3,4,9:27,9:15,12:40,WN,594,245,12.0,LAS,PIT,1910,0.0
2020,1,3,4,16:30,16:00,13:20,WN,416,290,30.0,LAS,PVD,2363,1.0
2020,1,3,4,11:36,11:20,18:40,WN,170,260,16.0,LAS,RDU,2027,1.0
2020,1,3,4,18:24,17:25,18:45,WN,1509,260,59.0,LAS,RDU,2027,1.0
2020,1,3,4,17:16,16:30,14:25,WN,239,85,46.0,LAS,RNO,345,1.0
2020,1,3,4,19:28,18:55,16:10,WN,298,80,33.0,LAS,RNO,345,1.0
2020,1,3,4,7:09,7:10,18:40,WN,376,80,-1.0,LAS,RNO,345,0.0
2020,1,3,4,17:41,17:30,18:50,WN,675,80,11.0,LAS,RNO,345,0.0
2020,1,3,4,16:09,15:40,16:20,WN,709,80,29.0,LAS,RNO,345,1.0
2020,1,3,4,9:13,8:40,9:55,WN,891,75,33.0,LAS,RNO,345,1.0
2020,1,3,4,22:15,22:00,22:55,WN,1341,75,15.0,LAS,RNO,345,0.0
2020,1,3,4,21:37,20:40,21:55,WN,2273,75,57.0,LAS,RNO,345,1.0
2020,1,3,4,6:24,6:25,12:15,WN,2538,75,-1.0,LAS,RNO,345,0.0
2020,1,3,4,11:00,10:20,19:20,WN,2719,85,40.0,LAS,RNO,345,1.0
2020,1,3,4,13:13,12:55,20:15,WN,3430,80,18.0,LAS,RNO,345,1.0
2020,1,3,4,11:08,11:10,12:30,WN,3947,80,-2.0,LAS,RNO,345,0.0
2020,1,3,4,13:48,13:30,14:35,WN,341,65,18.0,LAS,SAN,258,1.0
2020,1,3,4,12:21,12:20,20:15,WN,535,65,1.0,LAS,SAN,258,0.0
2020,1,3,4,21:40,20:50,9:30,WN,708,60,50.0,LAS,SAN,258,1.0
2020,1,3,4,16:43,16:25,17:35,WN,715,70,18.0,LAS,SAN,258,1.0
2020,1,3,4,9:46,9:40,15:30,WN,1037,65,6.0,LAS,SAN,258,0.0
2020,1,3,4,19:15,19:05,10:45,WN,1254,60,10.0,LAS,SAN,258,0.0
2020,1,3,4,18:39,17:40,18:40,WN,2186,60,59.0,LAS,SAN,258,1.0
2020,1,3,4,22:07,21:25,22:25,WN,2211,60,42.0,LAS,SAN,258,1.0
2020,1,3,4,15:03,14:25,15:30,WN,2357,65,38.0,LAS,SAN,258,1.0
2020,1,3,4,16:13,15:15,16:15,WN,2363,60,58.0,LAS,SAN,258,1.0
2020,1,3,4,22:48,21:55,13:10,WN,2449,60,53.0,LAS,SAN,258,1.0
2020,1,3,4,6:12,6:15,14:00,WN,2712,60,-3.0,LAS,SAN,258,0.0
2020,1,3,4,11:18,11:10,8:30,WN,3423,65,8.0,LAS,SAN,258,0.0
2020,1,3,4,14:56,14:45,21:05,WN,120,155,11.0,LAS,SAT,1069,0.0
2020,1,3,4,20:22,19:35,18:50,WN,802,150,47.0,LAS,SAT,1069,1.0
2020,1,3,4,10:49,10:40,15:10,WN,2113,150,9.0,LAS,SAT,1069,0.0
2020,1,3,4,7:53,7:50,11:25,WN,2906,150,3.0,LAS,SAT,1069,0.0
2020,1,3,4,18:31,18:10,18:45,WN,495,215,21.0,LAS,SDF,1624,1.0
2020,1,3,4,17:04,16:45,11:35,WN,340,165,19.0,LAS,SEA,866,1.0
2020,1,3,4,20:17,20:05,13:55,WN,563,160,12.0,LAS,SEA,866,0.0
2020,1,3,4,6:39,6:40,21:55,WN,1769,165,-1.0,LAS,SEA,866,0.0
2020,1,3,4,11:17,10:50,13:30,WN,2465,160,27.0,LAS,SEA,866,1.0
2020,1,3,4,14:26,13:55,15:30,WN,488,95,31.0,LAS,SFO,414,1.0
2020,1,3,4,10:09,9:10,15:30,WN,619,95,59.0,LAS,SFO,414,1.0
2020,1,3,4,20:21,17:00,16:55,WN,2005,95,201.0,LAS,SFO,414,1.0
2020,1,3,4,20:25,19:05,23:00,WN,2788,95,80.0,LAS,SFO,414,1.0
2020,1,3,4,6:03,6:05,12:15,WN,2886,95,-2.0,LAS,SFO,414,0.0
2020,1,3,4,23:01,21:05,22:40,WN,3061,95,116.0,LAS,SFO,414,1.0
2020,1,3,4,15:18,12:15,10:20,WN,3575,95,183.0,LAS,SFO,414,1.0
2020,1,3,4,13:07,12:35,14:00,WN,12,85,32.0,LAS,SJC,386,1.0
2020,1,3,4,6:15,6:10,13:10,WN,276,80,5.0,LAS,SJC,386,0.0
2020,1,3,4,20:17,19:45,12:50,WN,400,80,32.0,LAS,SJC,386,1.0
2020,1,3,4,21:14,20:40,16:45,WN,774,80,34.0,LAS,SJC,386,1.0
2020,1,3,4,16:05,15:20,17:20,WN,783,85,45.0,LAS,SJC,386,1.0
2020,1,3,4,9:56,10:00,9:15,WN,1945,85,-4.0,LAS,SJC,386,0.0
2020,1,3,4,17:34,16:55,21:15,WN,3844,85,39.0,LAS,SJC,386,1.0
2020,1,3,4,11:39,11:00,13:20,WN,161,80,39.0,LAS,SLC,368,1.0
2020,1,3,4,21:04,19:05,11:10,WN,415,75,119.0,LAS,SLC,368,1.0
2020,1,3,4,9:19,8:30,16:05,WN,643,80,49.0,LAS,SLC,368,1.0
2020,1,3,4,21:13,20:50,8:50,WN,1166,75,23.0,LAS,SLC,368,1.0
2020,1,3,4,17:12,15:55,21:15,WN,1585,85,77.0,LAS,SLC,368,1.0
2020,1,3,4,14:19,13:55,16:15,WN,1660,80,24.0,LAS,SLC,368,1.0
2020,1,3,4,22:42,21:40,20:15,WN,2533,75,62.0,LAS,SLC,368,1.0
2020,1,3,4,6:11,6:15,15:05,WN,3147,80,-4.0,LAS,SLC,368,0.0
2020,1,3,4,19:49,19:10,23:30,WN,94,85,39.0,LAS,SMF,397,1.0
2020,1,3,4,14:09,13:50,15:20,WN,584,90,19.0,LAS,SMF,397,1.0
2020,1,3,4,6:37,6:40,11:20,WN,624,85,-3.0,LAS,SMF,397,0.0
2020,1,3,4,18:21,17:30,17:50,WN,641,85,51.0,LAS,SMF,397,1.0
2020,1,3,4,9:16,9:05,22:40,WN,2121,90,11.0,LAS,SMF,397,0.0
2020,1,3,4,11:34,11:15,13:05,WN,2622,95,19.0,LAS,SMF,397,1.0
2020,1,3,4,15:27,15:15,17:20,WN,3053,90,12.0,LAS,SMF,397,0.0
2020,1,3,4,21:15,21:00,22:25,WN,3862,85,15.0,LAS,SMF,397,0.0
2020,1,3,4,19:34,19:35,23:30,WN,201,60,-1.0,LAS,SNA,226,0.0
2020,1,3,4,13:05,13:05,12:25,WN,300,65,0.0,LAS,SNA,226,0.0
2020,1,3,4,19:17,18:20,19:25,WN,433,65,57.0,LAS,SNA,226,1.0
2020,1,3,4,11:25,10:10,11:10,WN,1016,60,75.0,LAS,SNA,226,1.0
2020,1,3,4,15:05,15:00,16:05,WN,1479,65,5.0,LAS,SNA,226,0.0
2020,1,3,4,7:47,7:50,8:50,WN,3250,60,-3.0,LAS,SNA,226,0.0
2020,1,3,4,11:43,10:50,15:25,WN,773,190,53.0,LAS,STL,1372,1.0
2020,1,3,4,15:58,15:30,23:00,WN,1050,190,28.0,LAS,STL,1372,1.0
2020,1,3,4,19:40,18:55,20:15,WN,1583,180,45.0,LAS,STL,1372,1.0
2020,1,3,4,18:20,17:25,7:30,WN,3403,250,55.0,LAS,TPA,1984,1.0
2020,1,3,4,11:43,10:35,13:45,WN,574,150,68.0,LAS,TUL,1076,1.0
